"","file","group","treatment","tissue","magnification","sample_id","method","background","brain","deposition","deposition_frac","group_treatment","deposition_percent"
"1","WT_control_cerebellum_4x_01_mask.tif","WT","control","cerebellum","4x","01","mask",734067,1345317,408,0.000303274246887537,"WT_control",0.0303274246887537
"2","WT_control_cerebellum_4x_02_mask.tif","WT","control","cerebellum","4x","02","mask",1638580,1974801,1811,0.000917054427256215,"WT_control",0.0917054427256215
"3","WT_control_cerebellum_4x_03_mask.tif","WT","control","cerebellum","4x","03","mask",1134670,1352621,425,0.000314204792029696,"WT_control",0.0314204792029696
"4","WT_control_cerebellum_4x_04_mask.tif","WT","control","cerebellum","4x","04","mask",1077840,1364816,304,0.000222740647823589,"WT_control",0.0222740647823589
"5","WT_control_cerebellum_4x_05_mask.tif","WT","control","cerebellum","4x","05","mask",604966,1274889,177,0.000138835616277182,"WT_control",0.0138835616277182
"6","WT_control_cerebellum_4x_06_mask.tif","WT","control","cerebellum","4x","06","mask",814544,698645,155,0.000221858025177307,"WT_control",0.0221858025177307
"7","WT_control_cerebellum_4x_07_mask.tif","WT","control","cerebellum","4x","07","mask",1630559,1525896,257,0.000168425633201739,"WT_control",0.0168425633201739
"8","WT_control_cerebellum_4x_08_mask.tif","WT","control","cerebellum","4x","08","mask",1408909,1584650,117,7.38333385921181e-05,"WT_control",0.00738333385921181
"9","WT_control_cerebellum_4x_09_mask.tif","WT","control","cerebellum","4x","09","mask",1395253,1549456,121,7.80919238752181e-05,"WT_control",0.00780919238752181
"10","WT_control_cerebellum_4x_10_mask.tif","WT","control","cerebellum","4x","10","mask",1061817,1430154,70,4.89457778672786e-05,"WT_control",0.00489457778672786
"11","WT_control_cerebellum_4x_11_mask.tif","WT","control","cerebellum","4x","11","mask",1070056,1064909,283,0.000265750406842275,"WT_control",0.0265750406842275
"12","WT_control_cerebellum_4x_12_mask.tif","WT","control","cerebellum","4x","12","mask",1319096,1305630,382,0.000292579061449262,"WT_control",0.0292579061449262
"13","WT_control_cerebellum_4x_13_mask.tif","WT","control","cerebellum","4x","13","mask",2090207,1147070,416,0.000362663133025883,"WT_control",0.0362663133025883
"14","WT_control_cerebellum_4x_14_mask.tif","WT","control","cerebellum","4x","14","mask",608569,978080,467,0.000477466055946344,"WT_control",0.0477466055946344
"15","WT_control_cerebellum_4x_15_mask.tif","WT","control","cerebellum","4x","15","mask",540535,1012935,262,0.000258654306544842,"WT_control",0.0258654306544842
"16","WT_control_cerebellum_4x_16_mask.tif","WT","control","cerebellum","4x","16","mask",567782,996144,346,0.000347339340496956,"WT_control",0.0347339340496956
"17","WT_control_cerebellum_4x_17_mask.tif","WT","control","cerebellum","4x","17","mask",503574,1009238,326,0.000323015978391618,"WT_control",0.0323015978391618
"18","WT_control_cerebellum_4x_18_mask.tif","WT","control","cerebellum","4x","18","mask",1179072,1612685,846,0.00052459097715921,"WT_control",0.052459097715921
"19","WT_control_cerebellum_4x_19_mask.tif","WT","control","cerebellum","4x","19","mask",722340,1174754,286,0.000243455225519556,"WT_control",0.0243455225519556
"20","WT_control_cerebellum_4x_20_mask.tif","WT","control","cerebellum","4x","20","mask",1140972,692245,308,0.000444929179697939,"WT_control",0.0444929179697939
"21","WT_control_cerebellum_4x_21_mask.tif","WT","control","cerebellum","4x","21","mask",830759,1073423,916,0.000853344860320675,"WT_control",0.0853344860320675
"22","WT_control_cerebellum_4x_22_mask.tif","WT","control","cerebellum","4x","22","mask",875734,705344,432,0.00061246710824789,"WT_control",0.061246710824789
"23","WT_control_cerebellum_4x_23_mask.tif","WT","control","cerebellum","4x","23","mask",922253,1139713,778,0.000682627994942586,"WT_control",0.0682627994942586
"24","WT_control_cerebellum_4x_24_mask.tif","WT","control","cerebellum","4x","24","mask",707019,1093973,208,0.000190132663237575,"WT_control",0.0190132663237575
"25","WT_control_cerebellum_4x_25_mask.tif","WT","control","cerebellum","4x","25","mask",613288,1069928,774,0.000723413164250305,"WT_control",0.0723413164250305
"26","WT_control_cerebellum_4x_26_mask.tif","WT","control","cerebellum","4x","26","mask",835988,1266412,580,0.00045798681629675,"WT_control",0.045798681629675
"27","WT_control_cerebellum_4x_27_mask.tif","WT","control","cerebellum","4x","27","mask",697669,1081055,368,0.000340408212348123,"WT_control",0.0340408212348123
"28","WT_control_cerebellum_4x_28_mask.tif","WT","control","cerebellum","4x","28","mask",766942,1114569,917,0.000822739552239476,"WT_control",0.0822739552239476
"29","WT_control_cerebellum_4x_29_mask.tif","WT","control","cerebellum","4x","29","mask",655254,1010360,388,0.000384021536877945,"WT_control",0.0384021536877945
"30","WT_control_cerebellum_4x_30_mask.tif","WT","control","cerebellum","4x","30","mask",774473,817356,464,0.000567684093589574,"WT_control",0.0567684093589574
"31","WT_control_cerebellum_4x_31_mask.tif","WT","control","cerebellum","4x","31","mask",939675,1136207,229,0.000201547781346181,"WT_control",0.0201547781346181
"32","WT_control_cerebellum_4x_32_mask.tif","WT","control","cerebellum","4x","32","mask",734012,902884,348,0.000385431572605119,"WT_control",0.0385431572605119
"33","WT_control_cerebellum_4x_33_mask.tif","WT","control","cerebellum","4x","33","mask",1325994,1739860,461,0.000264963847665904,"WT_control",0.0264963847665904
"34","WT_control_cerebellum_4x_34_mask.tif","WT","control","cerebellum","4x","34","mask",689227,659302,283,0.000429241834546232,"WT_control",0.0429241834546232
"35","WT_control_cerebellum_4x_35_mask.tif","WT","control","cerebellum","4x","35","mask",510244,921464,138,0.000149761683581779,"WT_control",0.0149761683581779
"36","WT_control_cerebellum_4x_36_mask.tif","WT","control","cerebellum","4x","36","mask",324716,478016,2245,0.00469649551479448,"WT_control",0.469649551479448
"37","WT_control_cerebellum_4x_37_mask.tif","WT","control","cerebellum","4x","37","mask",205864,349162,2970,0.00850608027219457,"WT_control",0.850608027219457
"38","WT_control_cerebellum_4x_38_mask.tif","WT","control","cerebellum","4x","38","mask",586031,857810,452,0.000526923211433767,"WT_control",0.0526923211433767
"39","WT_control_cerebellum_4x_39_mask.tif","WT","control","cerebellum","4x","39","mask",373551,863740,456,0.000527936647602288,"WT_control",0.0527936647602288
"40","WT_control_cerebellum_4x_40_mask.tif","WT","control","cerebellum","4x","40","mask",606198,880159,173,0.000196555395104748,"WT_control",0.0196555395104748
"41","WT_control_cerebellum_4x_41_mask.tif","WT","control","cerebellum","4x","41","mask",511207,878032,798,0.000908850702480092,"WT_control",0.0908850702480092
"42","WT_control_cerebellum_4x_42_mask.tif","WT","control","cerebellum","4x","42","mask",39086,3928896,262,6.6685399664435e-05,"WT_control",0.0066685399664435
"43","WT_control_cerebellum_4x_43_mask.tif","WT","control","cerebellum","4x","43","mask",837092,1089747,241,0.00022115224910002,"WT_control",0.022115224910002
"44","WT_control_cerebellum_4x_44_mask.tif","WT","control","cerebellum","4x","44","mask",23158,1682913,221,0.000131319919686876,"WT_control",0.0131319919686876
"45","WT_control_cerebellum_4x_45_mask.tif","WT","control","cerebellum","4x","45","mask",1251615,1935449,288,0.000148802680928301,"WT_control",0.0148802680928301
"46","WT_control_cerebellum_4x_46_mask.tif","WT","control","cerebellum","4x","46","mask",1265820,1483852,106,7.14356957432412e-05,"WT_control",0.00714356957432412
"47","WT_control_hippocampus_4x_01_mask.tif","WT","control","hippocampus","4x","01","mask",791767,1869278,419,0.000224150714874941,"WT_control",0.0224150714874941
"48","WT_control_hippocampus_4x_02_mask.tif","WT","control","hippocampus","4x","02","mask",925097,1783034,386,0.00021648493522838,"WT_control",0.021648493522838
"49","WT_control_hippocampus_4x_03_mask.tif","WT","control","hippocampus","4x","03","mask",930060,2198764,306,0.00013916909681985,"WT_control",0.013916909681985
"50","WT_control_hippocampus_4x_04_mask.tif","WT","control","hippocampus","4x","04","mask",657088,2655179,679,0.000255726638392364,"WT_control",0.0255726638392364
"51","WT_control_hippocampus_4x_05_mask.tif","WT","control","hippocampus","4x","05","mask",910880,1082260,188,0.000173710568624915,"WT_control",0.0173710568624915
"52","WT_control_hippocampus_4x_06_mask.tif","WT","control","hippocampus","4x","06","mask",1404398,3277077,325,9.91737453834622e-05,"WT_control",0.00991737453834622
"53","WT_control_hippocampus_4x_07_mask.tif","WT","control","hippocampus","4x","07","mask",23968,4705296,368,7.82097449342188e-05,"WT_control",0.00782097449342188
"54","WT_control_hippocampus_4x_08_mask.tif","WT","control","hippocampus","4x","08","mask",883047,2582323,206,7.9773134499441e-05,"WT_control",0.0079773134499441
"55","WT_control_hippocampus_4x_09_mask.tif","WT","control","hippocampus","4x","09","mask",870075,1788277,446,0.000249402078089692,"WT_control",0.0249402078089692
"56","WT_control_hippocampus_4x_10_mask.tif","WT","control","hippocampus","4x","10","mask",1258164,2013370,293,0.000145527150995594,"WT_control",0.0145527150995594
"57","WT_control_hippocampus_4x_11_mask.tif","WT","control","hippocampus","4x","11","mask",1067726,2376916,1222,0.000514111563050608,"WT_control",0.0514111563050608
"58","WT_control_hippocampus_4x_12_mask.tif","WT","control","hippocampus","4x","12","mask",801259,1146396,1535,0.00133897885198483,"WT_control",0.133897885198483
"59","WT_control_hippocampus_4x_13_mask.tif","WT","control","hippocampus","4x","13","mask",888417,1803732,387,0.000214555155643965,"WT_control",0.0214555155643965
"60","WT_control_hippocampus_4x_14_mask.tif","WT","control","hippocampus","4x","14","mask",843148,1627447,265,0.000162831723552288,"WT_control",0.0162831723552288
"61","WT_control_hippocampus_4x_15_mask.tif","WT","control","hippocampus","4x","15","mask",1168200,1018121,229,0.000224924149487143,"WT_control",0.0224924149487143
"62","WT_control_hippocampus_4x_16_mask.tif","WT","control","hippocampus","4x","16","mask",1192017,2437097,871,0.000357392422213806,"WT_control",0.0357392422213806
"63","WT_control_hippocampus_4x_17_mask.tif","WT","control","hippocampus","4x","17","mask",1114138,2730246,1064,0.000389708473155899,"WT_control",0.0389708473155899
"64","WT_control_hippocampus_4x_18_mask.tif","WT","control","hippocampus","4x","18","mask",692183,2261973,546,0.000241382191564621,"WT_control",0.0241382191564621
"65","WT_control_hippocampus_4x_19_mask.tif","WT","control","hippocampus","4x","19","mask",1310719,2500352,1065,0.000425940027644108,"WT_control",0.0425940027644108
"66","WT_control_hippocampus_4x_20_mask.tif","WT","control","hippocampus","4x","20","mask",749731,1680350,525,0.000312434909393876,"WT_control",0.0312434909393876
"67","WT_control_hippocampus_4x_21_mask.tif","WT","control","hippocampus","4x","21","mask",1085181,2320368,486,0.000209449535590906,"WT_control",0.0209449535590906
"68","WT_control_hippocampus_4x_22_mask.tif","WT","control","hippocampus","4x","22","mask",1701140,3132600,470,0.00015003511460129,"WT_control",0.015003511460129
"69","WT_control_hippocampus_4x_23_mask.tif","WT","control","hippocampus","4x","23","mask",613442,1392204,214,0.000153713105263309,"WT_control",0.0153713105263309
"70","WT_control_hippocampus_4x_24_mask.tif","WT","control","hippocampus","4x","24","mask",938754,1471393,313,0.000212723589143077,"WT_control",0.0212723589143077
"71","WT_control_hippocampus_4x_25_mask.tif","WT","control","hippocampus","4x","25","mask",544663,1326858,679,0.000511735242203763,"WT_control",0.0511735242203763
"72","WT_control_hippocampus_4x_26_mask.tif","WT","control","hippocampus","4x","26","mask",402466,1447648,1114,0.000769524083202546,"WT_control",0.0769524083202546
"73","WT_control_hippocampus_4x_27_mask.tif","WT","control","hippocampus","4x","27","mask",460156,1594254,1150,0.000721340514121338,"WT_control",0.0721340514121338
"74","WT_control_hippocampus_4x_28_mask.tif","WT","control","hippocampus","4x","28","mask",399459,1349754,305,0.000225967102153429,"WT_control",0.0225967102153429
"75","WT_control_hippocampus_4x_29_mask.tif","WT","control","hippocampus","4x","29","mask",442428,1384857,453,0.000327109586043902,"WT_control",0.0327109586043902
"76","WT_control_hippocampus_4x_30_mask.tif","WT","control","hippocampus","4x","30","mask",20365,1820098,212,0.000116477244631882,"WT_control",0.0116477244631882
"77","WT_control_hippocampus_4x_31_mask.tif","WT","control","hippocampus","4x","31","mask",29092,2394534,224,9.35463852256848e-05,"WT_control",0.00935463852256848
"78","WT_control_hippocampus_4x_32_mask.tif","WT","control","hippocampus","4x","32","mask",22421,1689680,221,0.000130793996496378,"WT_control",0.0130793996496378
"79","WT_control_hippocampus_4x_33_mask.tif","WT","control","hippocampus","4x","33","mask",1060496,2479218,238,9.59980122764517e-05,"WT_control",0.00959980122764517
"80","WT_control_midbrain_4x_01_mask.tif","WT","control","midbrain","4x","01","mask",1434298,2845104,237,8.33009970813018e-05,"WT_control",0.00833009970813018
"81","WT_control_midbrain_4x_02_mask.tif","WT","control","midbrain","4x","02","mask",1048160,1912111,279,0.0001459120312576,"WT_control",0.01459120312576
"82","WT_control_midbrain_4x_03_mask.tif","WT","control","midbrain","4x","03","mask",1666063,2273899,212,9.32319333444449e-05,"WT_control",0.00932319333444449
"83","WT_control_midbrain_4x_04_mask.tif","WT","control","midbrain","4x","04","mask",538117,1722789,326,0.000189228048240382,"WT_control",0.0189228048240382
"84","WT_control_midbrain_4x_05_mask.tif","WT","control","midbrain","4x","05","mask",936226,1082529,345,0.000318698159587411,"WT_control",0.0318698159587411
"85","WT_control_midbrain_4x_06_mask.tif","WT","control","midbrain","4x","06","mask",2262475,3318223,232,6.9916940482903e-05,"WT_control",0.0069916940482903
"86","WT_control_midbrain_4x_07_mask.tif","WT","control","midbrain","4x","07","mask",1629729,3353018,367,0.000109453632518525,"WT_control",0.0109453632518525
"87","WT_control_midbrain_4x_08_mask.tif","WT","control","midbrain","4x","08","mask",115642,5406279,239,4.4207855347458e-05,"WT_control",0.0044207855347458
"88","WT_control_midbrain_4x_09_mask.tif","WT","control","midbrain","4x","09","mask",1204842,2280179,229,0.000100430711799381,"WT_control",0.0100430711799381
"89","WT_control_midbrain_4x_10_mask.tif","WT","control","midbrain","4x","10","mask",1342015,1832958,577,0.000314791719177417,"WT_control",0.0314791719177417
"90","WT_control_midbrain_4x_11_mask.tif","WT","control","midbrain","4x","11","mask",2384940,2786447,681,0.000244397255716689,"WT_control",0.0244397255716689
"91","WT_control_midbrain_4x_12_mask.tif","WT","control","midbrain","4x","12","mask",1152085,2640344,807,0.000305641992104059,"WT_control",0.0305641992104059
"92","WT_control_midbrain_4x_13_mask.tif","WT","control","midbrain","4x","13","mask",1757443,1757215,1173,0.000667533568743722,"WT_control",0.0667533568743722
"93","WT_control_midbrain_4x_14_mask.tif","WT","control","midbrain","4x","14","mask",1166533,2430106,812,0.000334141802867858,"WT_control",0.0334141802867858
"94","WT_control_midbrain_4x_15_mask.tif","WT","control","midbrain","4x","15","mask",818200,2223364,994,0.000447070295282284,"WT_control",0.0447070295282284
"95","WT_control_midbrain_4x_16_mask.tif","WT","control","midbrain","4x","16","mask",1731439,1377401,1722,0.0012501805937414,"WT_control",0.12501805937414
"96","WT_control_midbrain_4x_17_mask.tif","WT","control","midbrain","4x","17","mask",887271,1842531,666,0.000361459318730594,"WT_control",0.0361459318730594
"97","WT_control_midbrain_4x_18_mask.tif","WT","control","midbrain","4x","18","mask",924716,2376614,678,0.000285279814054785,"WT_control",0.0285279814054785
"98","WT_control_midbrain_4x_19_mask.tif","WT","control","midbrain","4x","19","mask",2604263,3370247,591,0.000175358067227714,"WT_control",0.0175358067227714
"99","WT_control_midbrain_4x_20_mask.tif","WT","control","midbrain","4x","20","mask",557452,910745,387,0.000424926845604423,"WT_control",0.0424926845604423
"100","WT_control_midbrain_4x_21_mask.tif","WT","control","midbrain","4x","21","mask",723976,937841,375,0.0003998545595682,"WT_control",0.03998545595682
"101","WT_control_midbrain_4x_22_mask.tif","WT","control","midbrain","4x","22","mask",1800577,472172,531,0.0011245901917098,"WT_control",0.11245901917098
"102","WT_control_midbrain_4x_23_mask.tif","WT","control","midbrain","4x","23","mask",375648,1325987,1131,0.000852949538720968,"WT_control",0.0852949538720968
"103","WT_control_midbrain_4x_24_mask.tif","WT","control","midbrain","4x","24","mask",419443,1466193,1664,0.00113491197952793,"WT_control",0.113491197952793
"104","WT_control_midbrain_4x_25_mask.tif","WT","control","midbrain","4x","25","mask",406643,1441311,347,0.00024075303664511,"WT_control",0.024075303664511
"105","WT_control_midbrain_4x_26_mask.tif","WT","control","midbrain","4x","26","mask",446535,1485229,404,0.000272011925433721,"WT_control",0.0272011925433721
"106","WT_control_midbrain_4x_27_mask.tif","WT","control","midbrain","4x","27","mask",842312,2190433,309,0.000141067998884239,"WT_control",0.0141067998884239
"107","WT_control_midbrain_4x_28_mask.tif","WT","control","midbrain","4x","28","mask",34964,2804909,238,8.48512375980825e-05,"WT_control",0.00848512375980825
"108","WT_control_midbrain_4x_29_mask.tif","WT","control","midbrain","4x","29","mask",30890,2602624,238,9.1446171248709e-05,"WT_control",0.0091446171248709
"109","WT_control_midbrain_4x_30_mask.tif","WT","control","midbrain","4x","30","mask",1323833,2207538,256,0.000115966293671955,"WT_control",0.0115966293671955
"110","WT_control_septum_4x_01_mask.tif","WT","control","septum","4x","01","mask",704282,2092481,437,0.000208842995468059,"WT_control",0.0208842995468059
"111","WT_control_septum_4x_02_mask.tif","WT","control","septum","4x","02","mask",867905,984804,1691,0.00171709294438284,"WT_control",0.171709294438284
"112","WT_control_septum_4x_03_mask.tif","WT","control","septum","4x","03","mask",803702,1665486,92,5.52391314006842e-05,"WT_control",0.00552391314006842
"113","WT_control_septum_4x_04_mask.tif","WT","control","septum","4x","04","mask",871982,1681176,558,0.000331910519779012,"WT_control",0.0331910519779012
"114","WT_control_septum_4x_05_mask.tif","WT","control","septum","4x","05","mask",608056,1929901,149,7.72060328483171e-05,"WT_control",0.00772060328483171
"115","WT_control_septum_4x_06_mask.tif","WT","control","septum","4x","06","mask",857510,975496,290,0.000297284663391751,"WT_control",0.0297284663391751
"116","WT_control_septum_4x_07_mask.tif","WT","control","septum","4x","07","mask",1132629,2103272,220,0.00010459892966768,"WT_control",0.010459892966768
"117","WT_control_septum_4x_08_mask.tif","WT","control","septum","4x","08","mask",1220275,2050908,101,4.92464800956454e-05,"WT_control",0.00492464800956454
"118","WT_control_septum_4x_09_mask.tif","WT","control","septum","4x","09","mask",39817,3158630,137,4.33732345985443e-05,"WT_control",0.00433732345985443
"119","WT_control_septum_4x_10_mask.tif","WT","control","septum","4x","10","mask",663034,1346863,231,0.000171509648717056,"WT_control",0.0171509648717056
"120","WT_control_septum_4x_11_mask.tif","WT","control","septum","4x","11","mask",962966,883478,170,0.000192421316659838,"WT_control",0.0192421316659838
"121","WT_control_septum_4x_12_mask.tif","WT","control","septum","4x","12","mask",1006696,1581781,1223,0.00077317909369249,"WT_control",0.077317909369249
"122","WT_control_septum_4x_13_mask.tif","WT","control","septum","4x","13","mask",308775,617725,239,0.000386903557408232,"WT_control",0.0386903557408232
"123","WT_control_septum_4x_14_mask.tif","WT","control","septum","4x","14","mask",382970,614971,203,0.0003300968663563,"WT_control",0.03300968663563
"124","WT_control_septum_4x_15_mask.tif","WT","control","septum","4x","15","mask",319681,353340,63,0.000178298522669384,"WT_control",0.0178298522669384
"125","WT_control_septum_4x_16_mask.tif","WT","control","septum","4x","16","mask",221054,390780,184,0.000470853165463944,"WT_control",0.0470853165463944
"126","WT_control_septum_4x_17_mask.tif","WT","control","septum","4x","17","mask",291084,415079,217,0.000522792046815185,"WT_control",0.0522792046815185
"127","WT_control_septum_4x_18_mask.tif","WT","control","septum","4x","18","mask",822996,1977584,558,0.000282162477042695,"WT_control",0.0282162477042695
"128","WT_control_septum_4x_19_mask.tif","WT","control","septum","4x","19","mask",380539,387710,34,8.7694410770937e-05,"WT_control",0.0087694410770937
"129","WT_control_septum_4x_20_mask.tif","WT","control","septum","4x","20","mask",1222000,1746298,507,0.000290328454822716,"WT_control",0.0290328454822716
"130","WT_control_septum_4x_21_mask.tif","WT","control","septum","4x","21","mask",437160,625500,204,0.000326139088729017,"WT_control",0.0326139088729017
"131","WT_control_septum_4x_22_mask.tif","WT","control","septum","4x","22","mask",200486,398478,126,0.000316203152997154,"WT_control",0.0316203152997154
"132","WT_control_septum_4x_23_mask.tif","WT","control","septum","4x","23","mask",663614,1670215,369,0.000220929640794748,"WT_control",0.0220929640794748
"133","WT_control_septum_4x_24_mask.tif","WT","control","septum","4x","24","mask",1399055,1924281,457,0.000237491301946026,"WT_control",0.0237491301946026
"134","WT_control_septum_4x_25_mask.tif","WT","control","septum","4x","25","mask",526846,1066390,106,9.94007820778514e-05,"WT_control",0.00994007820778514
"135","WT_control_septum_4x_26_mask.tif","WT","control","septum","4x","26","mask",699095,847383,431,0.000508624789498963,"WT_control",0.0508624789498963
"136","WT_control_septum_4x_27_mask.tif","WT","control","septum","4x","27","mask",575710,1038153,2009,0.00193516755237426,"WT_control",0.193516755237426
"137","WT_control_septum_4x_28_mask.tif","WT","control","septum","4x","28","mask",411060,1081921,1499,0.00138549857152232,"WT_control",0.138549857152232
"138","WT_control_septum_4x_29_mask.tif","WT","control","septum","4x","29","mask",569955,1091982,284,0.000260077547065794,"WT_control",0.0260077547065794
"139","WT_control_septum_4x_30_mask.tif","WT","control","septum","4x","30","mask",551289,1053079,874,0.000829947230929493,"WT_control",0.0829947230929493
"140","WT_control_septum_4x_31_mask.tif","WT","control","septum","4x","31","mask",18494,1989804,190,9.54867916639026e-05,"WT_control",0.00954867916639026
"141","WT_control_septum_4x_32_mask.tif","WT","control","septum","4x","32","mask",749355,1480320,245,0.000165504755728491,"WT_control",0.0165504755728491
"142","WT_control_septum_4x_33_mask.tif","WT","control","septum","4x","33","mask",487233,1134589,194,0.000170987027020357,"WT_control",0.0170987027020357
"143","WT_control_septum_4x_34_mask.tif","WT","control","septum","4x","34","mask",672548,1549969,88,5.67753290549682e-05,"WT_control",0.00567753290549682
"144","GtDeer_treatment_cerebellum_4x_01_mask.tif","GtDeer","treatment","cerebellum","4x","01","mask",738850,697308,3606,0.00517131597515015,"GtDeer_treatment",0.517131597515015
"145","GtDeer_treatment_cerebellum_4x_02_mask.tif","GtDeer","treatment","cerebellum","4x","02","mask",240566,1287169,453,0.000351935138276326,"GtDeer_treatment",0.0351935138276326
"146","GtDeer_treatment_cerebellum_4x_03_mask.tif","GtDeer","treatment","cerebellum","4x","03","mask",1339930,1138928,13821,0.0121350954581852,"GtDeer_treatment",1.21350954581852
"147","GtDeer_treatment_cerebellum_4x_04_mask.tif","GtDeer","treatment","cerebellum","4x","04","mask",696539,732464,15989,0.0218290591756045,"GtDeer_treatment",2.18290591756045
"148","GtDeer_treatment_cerebellum_4x_05_mask.tif","GtDeer","treatment","cerebellum","4x","05","mask",640660,646610,14575,0.0225406350040983,"GtDeer_treatment",2.25406350040983
"149","GtDeer_treatment_cerebellum_4x_06_mask.tif","GtDeer","treatment","cerebellum","4x","06","mask",1085017,1376365,6935,0.00503863437387612,"GtDeer_treatment",0.503863437387612
"150","GtDeer_treatment_cerebellum_4x_07_mask.tif","GtDeer","treatment","cerebellum","4x","07","mask",592502,1382566,9988,0.00722424824565337,"GtDeer_treatment",0.722424824565337
"151","GtDeer_treatment_cerebellum_4x_08_mask.tif","GtDeer","treatment","cerebellum","4x","08","mask",663405,1109373,49460,0.0445837423481552,"GtDeer_treatment",4.45837423481552
"152","GtDeer_treatment_cerebellum_4x_09_mask.tif","GtDeer","treatment","cerebellum","4x","09","mask",725270,1001555,39260,0.039199045484272,"GtDeer_treatment",3.9199045484272
"153","GtDeer_treatment_cerebellum_4x_10_mask.tif","GtDeer","treatment","cerebellum","4x","10","mask",533987,1046669,28644,0.0273668179720618,"GtDeer_treatment",2.73668179720618
"154","GtDeer_treatment_cerebellum_4x_100_mask.tif","GtDeer","treatment","cerebellum","4x","100","mask",540122,1286232,32178,0.0250172597167541,"GtDeer_treatment",2.5017259716754
"155","GtDeer_treatment_cerebellum_4x_101_mask.tif","GtDeer","treatment","cerebellum","4x","101","mask",304797,921299,30391,0.0329871192739816,"GtDeer_treatment",3.29871192739816
"156","GtDeer_treatment_cerebellum_4x_102_mask.tif","GtDeer","treatment","cerebellum","4x","102","mask",11632,1409572,22134,0.0157026388151865,"GtDeer_treatment",1.57026388151865
"157","GtDeer_treatment_cerebellum_4x_103_mask.tif","GtDeer","treatment","cerebellum","4x","103","mask",1141802,876428,40286,0.0459661261392835,"GtDeer_treatment",4.59661261392835
"158","GtDeer_treatment_cerebellum_4x_104_mask.tif","GtDeer","treatment","cerebellum","4x","104","mask",910933,848894,31533,0.0371459805346722,"GtDeer_treatment",3.71459805346722
"159","GtDeer_treatment_cerebellum_4x_105_mask.tif","GtDeer","treatment","cerebellum","4x","105","mask",623718,1169749,53906,0.0460833905393379,"GtDeer_treatment",4.60833905393379
"160","GtDeer_treatment_cerebellum_4x_106_mask.tif","GtDeer","treatment","cerebellum","4x","106","mask",1111839,895540,70303,0.0785034727650356,"GtDeer_treatment",7.85034727650356
"161","GtDeer_treatment_cerebellum_4x_107_mask.tif","GtDeer","treatment","cerebellum","4x","107","mask",755242,533150,32382,0.0607371283878833,"GtDeer_treatment",6.07371283878833
"162","GtDeer_treatment_cerebellum_4x_108_mask.tif","GtDeer","treatment","cerebellum","4x","108","mask",17052,1327714,29484,0.0222065896721734,"GtDeer_treatment",2.22065896721734
"163","GtDeer_treatment_cerebellum_4x_109_mask.tif","GtDeer","treatment","cerebellum","4x","109","mask",21093,1644707,37602,0.0228624308159447,"GtDeer_treatment",2.28624308159447
"164","GtDeer_treatment_cerebellum_4x_11_mask.tif","GtDeer","treatment","cerebellum","4x","11","mask",515691,842132,76145,0.0904193166866952,"GtDeer_treatment",9.04193166866952
"165","GtDeer_treatment_cerebellum_4x_110_mask.tif","GtDeer","treatment","cerebellum","4x","110","mask",994715,815727,25801,0.0316294544620933,"GtDeer_treatment",3.16294544620933
"166","GtDeer_treatment_cerebellum_4x_111_mask.tif","GtDeer","treatment","cerebellum","4x","111","mask",869818,697998,33080,0.0473926859389282,"GtDeer_treatment",4.73926859389282
"167","GtDeer_treatment_cerebellum_4x_112_mask.tif","GtDeer","treatment","cerebellum","4x","112","mask",634342,623531,26223,0.0420556475941052,"GtDeer_treatment",4.20556475941052
"168","GtDeer_treatment_cerebellum_4x_113_mask.tif","GtDeer","treatment","cerebellum","4x","113","mask",585578,653639,29945,0.0458127498512176,"GtDeer_treatment",4.58127498512176
"169","GtDeer_treatment_cerebellum_4x_114_mask.tif","GtDeer","treatment","cerebellum","4x","114","mask",750764,578543,26793,0.0463111644251162,"GtDeer_treatment",4.63111644251162
"170","GtDeer_treatment_cerebellum_4x_115_mask.tif","GtDeer","treatment","cerebellum","4x","115","mask",784245,919175,66580,0.0724345200859466,"GtDeer_treatment",7.24345200859466
"171","GtDeer_treatment_cerebellum_4x_116_mask.tif","GtDeer","treatment","cerebellum","4x","116","mask",916878,703750,11714,0.0166451154529307,"GtDeer_treatment",1.66451154529307
"172","GtDeer_treatment_cerebellum_4x_117_mask.tif","GtDeer","treatment","cerebellum","4x","117","mask",894393,828895,25006,0.030167874097443,"GtDeer_treatment",3.0167874097443
"173","GtDeer_treatment_cerebellum_4x_118_mask.tif","GtDeer","treatment","cerebellum","4x","118","mask",298489,1081734,14219,0.0131446362969085,"GtDeer_treatment",1.31446362969085
"174","GtDeer_treatment_cerebellum_4x_119_mask.tif","GtDeer","treatment","cerebellum","4x","119","mask",8762,1416009,23784,0.0167965034120546,"GtDeer_treatment",1.67965034120546
"175","GtDeer_treatment_cerebellum_4x_12_mask.tif","GtDeer","treatment","cerebellum","4x","12","mask",696146,609056,31001,0.0509000814375033,"GtDeer_treatment",5.09000814375033
"176","GtDeer_treatment_cerebellum_4x_120_mask.tif","GtDeer","treatment","cerebellum","4x","120","mask",865138,1053187,50959,0.0483855193806988,"GtDeer_treatment",4.83855193806988
"177","GtDeer_treatment_cerebellum_4x_121_mask.tif","GtDeer","treatment","cerebellum","4x","121","mask",855928,961705,52043,0.0541153472218612,"GtDeer_treatment",5.41153472218612
