"","file","group","treatment","tissue","magnification","sample_id","method","background","brain","deposition","deposition_frac","group_treatment","deposition_percent"
"641","GtElk_treatment_midbrain_4x_30_mask.tif","GtElk","treatment","midbrain","4x","30","mask",1234944,1917596,21160,0.0110346496342295,"GtElk_treatment",1.10346496342295
"642","GtElk_treatment_midbrain_4x_31_mask.tif","GtElk","treatment","midbrain","4x","31","mask",880608,1022302,61840,0.060490931251235,"GtElk_treatment",6.0490931251235
"643","GtElk_treatment_midbrain_4x_32_mask.tif","GtElk","treatment","midbrain","4x","32","mask",845584,2059735,17839,0.00866082287284529,"GtElk_treatment",0.866082287284529
"644","GtElk_treatment_midbrain_4x_33_mask.tif","GtElk","treatment","midbrain","4x","33","mask",897681,2307729,9658,0.00418506679077136,"GtElk_treatment",0.418506679077136
"645","GtElk_treatment_midbrain_4x_34_mask.tif","GtElk","treatment","midbrain","4x","34","mask",1154447,1115529,6480,0.00580890321990733,"GtElk_treatment",0.580890321990733
"646","GtElk_treatment_midbrain_4x_35_mask.tif","GtElk","treatment","midbrain","4x","35","mask",407828,1770457,11443,0.00646330297770576,"GtElk_treatment",0.646330297770576
"647","GtElk_treatment_midbrain_4x_36_mask.tif","GtElk","treatment","midbrain","4x","36","mask",855263,1605717,14990,0.00933539347219965,"GtElk_treatment",0.933539347219965
"648","GtElk_treatment_midbrain_4x_37_mask.tif","GtElk","treatment","midbrain","4x","37","mask",1215680,677426,10544,0.0155647996976792,"GtElk_treatment",1.55647996976792
"649","GtElk_treatment_septum_4x_01_mask.tif","GtElk","treatment","septum","4x","01","mask",447821,567972,41138,0.0724296268125894,"GtElk_treatment",7.24296268125894
"650","GtElk_treatment_septum_4x_02_mask.tif","GtElk","treatment","septum","4x","02","mask",657639,768081,23192,0.0301947320660191,"GtElk_treatment",3.01947320660191
"651","GtElk_treatment_septum_4x_03_mask.tif","GtElk","treatment","septum","4x","03","mask",998434,709256,73842,0.104111914456839,"GtElk_treatment",10.4111914456839
"652","GtElk_treatment_septum_4x_04_mask.tif","GtElk","treatment","septum","4x","04","mask",572791,889723,64957,0.0730081160091399,"GtElk_treatment",7.30081160091399
"653","GtElk_treatment_septum_4x_05_mask.tif","GtElk","treatment","septum","4x","05","mask",533276,723156,70928,0.0980811885678885,"GtElk_treatment",9.80811885678885
"654","GtElk_treatment_septum_4x_06_mask.tif","GtElk","treatment","septum","4x","06","mask",780844,916717,27019,0.0294736543557063,"GtElk_treatment",2.94736543557063
"655","GtElk_treatment_septum_4x_07_mask.tif","GtElk","treatment","septum","4x","07","mask",465085,767612,15462,0.0201429889058535,"GtElk_treatment",2.01429889058535
"656","GtElk_treatment_septum_4x_08_mask.tif","GtElk","treatment","septum","4x","08","mask",516009,646291,65240,0.100945239837782,"GtElk_treatment",10.0945239837782
"657","GtElk_treatment_septum_4x_09_mask.tif","GtElk","treatment","septum","4x","09","mask",718827,658849,55460,0.0841771027959366,"GtElk_treatment",8.41771027959366
"658","GtElk_treatment_septum_4x_10_mask.tif","GtElk","treatment","septum","4x","10","mask",648030,735730,17735,0.0241053103720115,"GtElk_treatment",2.41053103720115
"659","GtElk_treatment_septum_4x_11_mask.tif","GtElk","treatment","septum","4x","11","mask",688911,855509,47884,0.0559713574024353,"GtElk_treatment",5.59713574024353
"660","GtElk_treatment_septum_4x_12_mask.tif","GtElk","treatment","septum","4x","12","mask",404067,629270,46079,0.0732261191539403,"GtElk_treatment",7.32261191539403
"661","GtElk_treatment_septum_4x_13_mask.tif","GtElk","treatment","septum","4x","13","mask",306825,483571,26454,0.0547055137715041,"GtElk_treatment",5.47055137715041
"662","GtElk_treatment_septum_4x_14_mask.tif","GtElk","treatment","septum","4x","14","mask",297886,612601,3188,0.00520403982363724,"GtElk_treatment",0.520403982363725
"663","GtElk_treatment_septum_4x_15_mask.tif","GtElk","treatment","septum","4x","15","mask",280603,361708,1263,0.00349176683955013,"GtElk_treatment",0.349176683955013
"664","GtElk_treatment_septum_4x_16_mask.tif","GtElk","treatment","septum","4x","16","mask",459393,466476,1906,0.00408595511880568,"GtElk_treatment",0.408595511880568
"665","GtElk_treatment_septum_4x_17_mask.tif","GtElk","treatment","septum","4x","17","mask",345572,305730,475,0.00155365845680829,"GtElk_treatment",0.155365845680829
"666","GtElk_treatment_septum_4x_18_mask.tif","GtElk","treatment","septum","4x","18","mask",509683,995136,10421,0.010471935494244,"GtElk_treatment",1.0471935494244
"667","GtElk_treatment_septum_4x_19_mask.tif","GtElk","treatment","septum","4x","19","mask",889269,1114455,72708,0.0652408576389356,"GtElk_treatment",6.52408576389356
"668","GtElk_treatment_septum_4x_20_mask.tif","GtElk","treatment","septum","4x","20","mask",658458,1121654,56540,0.0504077014837017,"GtElk_treatment",5.04077014837017
"669","GtElk_treatment_septum_4x_21_mask.tif","GtElk","treatment","septum","4x","21","mask",1244703,1488465,163454,0.109813801466612,"GtElk_treatment",10.9813801466612
"670","GtElk_treatment_septum_4x_22_mask.tif","GtElk","treatment","septum","4x","22","mask",817069,1852353,84292,0.0455053653380322,"GtElk_treatment",4.55053653380322
"671","GtElk_treatment_septum_4x_23_mask.tif","GtElk","treatment","septum","4x","23","mask",485019,620369,16220,0.0261457293965366,"GtElk_treatment",2.61457293965366
"672","GtElk_treatment_septum_4x_24_mask.tif","GtElk","treatment","septum","4x","24","mask",874941,246249,5772,0.0234396890951841,"GtElk_treatment",2.34396890951841
"673","GtElk_treatment_septum_4x_25_mask.tif","GtElk","treatment","septum","4x","25","mask",451693,943712,68739,0.0728389593435285,"GtElk_treatment",7.28389593435285
"674","GtElk_treatment_septum_4x_26_mask.tif","GtElk","treatment","septum","4x","26","mask",183924,313944,40539,0.129128124761104,"GtElk_treatment",12.9128124761104
"675","GtElk_treatment_septum_4x_27_mask.tif","GtElk","treatment","septum","4x","27","mask",824429,1209537,102285,0.0845654163535303,"GtElk_treatment",8.45654163535303
"676","GtElk_treatment_septum_4x_28_mask.tif","GtElk","treatment","septum","4x","28","mask",1481773,87279,516,0.00591207506960437,"GtElk_treatment",0.591207506960437
"677","GtElk_treatment_septum_4x_29_mask.tif","GtElk","treatment","septum","4x","29","mask",485799,1113441,25836,0.0232037440690616,"GtElk_treatment",2.32037440690616
"678","GtElk_treatment_septum_4x_30_mask.tif","GtElk","treatment","septum","4x","30","mask",817660,1090400,83720,0.0767791636096845,"GtElk_treatment",7.67791636096845
"679","GtElk_treatment_septum_4x_31_mask.tif","GtElk","treatment","septum","4x","31","mask",993699,659086,2305,0.00349726742792291,"GtElk_treatment",0.349726742792291
"680","GtElk_treatment_septum_4x_32_mask.tif","GtElk","treatment","septum","4x","32","mask",741635,1764732,967,0.000547958556880025,"GtElk_treatment",0.0547958556880025
"681","GtElk_treatment_septum_4x_33_mask.tif","GtElk","treatment","septum","4x","33","mask",722232,900894,19822,0.0220025885398282,"GtElk_treatment",2.20025885398282
"682","GtElk_treatment_septum_4x_34_mask.tif","GtElk","treatment","septum","4x","34","mask",917213,819308,10729,0.0130951974104976,"GtElk_treatment",1.30951974104976
"683","GtElk_treatment_septum_4x_35_mask.tif","GtElk","treatment","septum","4x","35","mask",726691,1152650,12219,0.0106007894850996,"GtElk_treatment",1.06007894850996
"684","GtElk_treatment_septum_4x_36_mask.tif","GtElk","treatment","septum","4x","36","mask",801484,827325,8615,0.0104130782945034,"GtElk_treatment",1.04130782945034
"685","GtElk_treatment_septum_4x_37_mask.tif","GtElk","treatment","septum","4x","37","mask",1147266,901400,11988,0.0132993121810517,"GtElk_treatment",1.32993121810517
